Product Title,Old Price,New Price,Total Offers
"[2023] HIDevolution MSI Stealth GS66 12UGS 15.6"" QHD 240Hz, 1.8 GHz i9-12900H, RTX 3070 Ti, 64 GB 4800MHz RAM, 4 TB PCIe SSD, Windows 11 Pro",N/A,"$ 3,519.00",40 Offers
"ASUS TUF Gaming Laptop 15.6"" FHD Display, Intel Core i7-12650H, NVIDIA GeForce RTX 3070, 32GB DDR5 RAM, 1TB SSD, Wi-Fi 6, Backlit Keyboard, Windows 11 Home, Bundle With Laptop Stand","$ $1,619.99","$ 1,599.99",
"[2022] HIDevolution ACER Predator Helios 300 15.6"" QHD 240Hz, 1.7 GHz i7-12700H, RTX 3070 Ti, 32 GB 4800MHz RAM, 1 TB PCIe SSD, Window 11 Pro",N/A,"$ 2,869.00",132 Offers
"Acer Nitro 5 15 Gaming Laptop, 15.6"" FHD 144Hz 3ms IPS Display, 12th Gen Intel Core i7-12700H 14-Cores, 64GB DDR4  2TB PCIe SSD, RGB Keyboard, Bluetooth 5.2, Wi-Fi 6E, Windows 10",N/A,"$ 2,389.00",8 Offers
"Newest 12th Gen MSI Pulse GL76 Gaming Laptop, 17.3"" 144Hz FHD + IPS Display, Intel i7-12700H 14-Core, RTX 3060 6GB GDDR6, 32GB DDR4  4TB PCIe SSD, RGB Backlit KYB, BT 5.2 Win10 Pro",N/A,"$ 2,509.00",384 Offers
"GIGABYTE AERO 16 YE5 - 16"" 4K/UHD+ Samsung AMOLED - Intel Core i9-12900H - NVIDIA GeForce RTX 3080 Ti Laptop GPU - 64GB DDR5 - 2TB SSD - Win11 Pro - Creator & Gaming Laptop (AERO 16 YE5-A4US958HP)",N/A,"$ 4,435.16",5 Offers
"MSI Vector GP76 12UE-17 Gaming Laptop (Intel i7-12700H 14-Core, 17.3"" 360Hz Full HD (1920x1080), NVIDIA RTX 3060, 16GB RAM, 1TB SSD, Backlit KB, Wifi, Win 11 Home) with Travel & Work Backpack",N/A,"$ 1,949.00",48 Offers
"[2022] HIDevolution ASUS Zenbook Pro 16 UX7602ZM 16"" WQUXGA OLED Touch, 1.8 GHz i9-12900H, RTX 3060, 32 GB RAM, 2 TB PCIe SSD",N/A,"$ 3,099.00",6 Offers
"MSI Sword 15 A12UE Gaming & Entertainment Laptop (Intel i7-12650H 10-Core, 15.6"" 144Hz Full HD (1920x1080), NVIDIA GeForce RTX 3060, 16GB RAM, 1TB PCIe SSD, Backlit KB, Wifi, USB 3.2, Win 11 Pro)",N/A,"$ 1,590.00",48 Offers
"[2022] HIDevolution MSI CreatorPro M16 A12UJS 16"" QHD+ 60Hz, 1.7 GHz i7-12700H, RTX A2000, 32 GB 3200MHz RAM, 1 TB PCIe SSD",N/A,"$ 2,129.00",48 Offers
"MSI Sword 15 A12UE Gaming & Entertainment Laptop (Intel i7-12650H 10-Core, 15.6"" 144Hz Full HD (1920x1080), NVIDIA GeForce RTX 3060, 16GB RAM, 1TB SSD, Win 11 Home) with Travel & Work Backpack",N/A,"$ 1,450.00",48 Offers
"MSI Pulse GL76 -17 Gaming & Entertainment Laptop (Intel i7-12700H 14-Core, 17.3"" 144Hz Full HD (1920x1080), NVIDIA RTX 3060, 64GB RAM, 2x1TB PCIe SSD RAID 0  (2TB), Backlit KB, Wifi, Win 11 Home)",N/A,"$ 2,451.00",106 Offers
"MSI Katana GF76 12UE-026 Gaming & Entertainment Laptop (Intel i7-12700H 14-Core, 17.3"" 144Hz Full HD (1920x1080), NVIDIA GeForce RTX 3060, 32GB RAM, 1TB PCIe SSD, Backlit KB, Wifi, Win 11 Home)",N/A,"$ 1,499.00",31 Offers
"Eluktronics MAX 17 (2022) 17.3"" Gaming Laptop: Intel Core i7-12700H, NVIDIA RTX 3070 Ti, Thunderbolt 4, 1TB PCIe Gen 4 SSD, 16GB DDR5 RAM, Windows 11 Home, 17.3 inch QHD 240Hz Ultra Light Notebook",N/A,"$ 2,399.99",6 Offers
"HP Victus Gaming Laptop, 15.6"" 144Hz FHD Display, Intel Core i7-12650H Upto 4.7GHz, 16GB RAM, 1TB NVMe SSD, NVIDIA GeForce RTX 3050 Ti, HDMI, DisplayPort via USB-C, Wi-Fi, Bluetooth, Windows 11 Pro",N/A,"$ 1,189.99",
"Newest 12th Gen MSI Pulse GL76 Gaming Laptop, 17.3"" 144Hz FHD + IPS Display, Intel i7-12700H 14-Core, RTX 3060 6GB GDDR6, 64GB DDR4  2TB PCIe SSD, RGB Backlit KYB, BT 5.2 Win10 Pro",N/A,"$ 2,429.00",338 Offers
"Newest Lenovo IdeaPad 3i Gaming Laptop, 15.6"" FHD 120Hz Display, Intel i7-12700H, GeForce RTX 3050Ti Graphics, 32GB RAM, 1TB SSD, Backlit Keyboard, Wi-Fi 6, Windows 11 Home, Cefesfy",N/A,"$ 1,259.99",12 Offers
"[2022] HIDevolution ASUS TUF Dash F15 FX517ZR 15.6"" FHD 144Hz, 1.7 GHz i7-12650H, RTX 3070, 64 GB 4800MHz RAM, 4 TB PCIe SSD, Windows 11 Pro",N/A,"$ 2,799.00",70 Offers
"MSI GE Series 15.6"" 4K/UHD 120 Hz Intel Core i9 12th Gen 12900HK (2.50GHz) NVIDIA GeForce RTX 3080 Ti Laptop GPU 64 GB DDR5 2TB NVMe SSD Windows 11 Home 64-bit Gaming Laptop (Raider GE66 12UHS-235)",N/A,"$ 3,789.00",
"[2022] HIDevolution MSI Stealth GS77 12UHS 17.3"" UHD 120Hz, 1.8 GHz i9-12900H, RTX 3080 Ti, 64 GB 4800MHz RAM, 4 TB PCIe SSD",N/A,"$ 3,989.00",
"[2022] HIDevolution ASUS ZenBook Pro Duo 15 UX582ZM 15.6"" 4K OLED UHD Touch, 1.8 GHz i9-12900H, RTX 3060, 32 GB RAM, 1 TB PCIe SSD",N/A,"$ 3,099.00",16 Offers
"HP Victus Gaming Laptop, 15.6"" 144Hz FHD Display, Intel Core i7-12650H Upto 4.7GHz, 64GB RAM, 512GB NVMe SSD, NVIDIA GeForce RTX 3050 Ti, HDMI, DisplayPort via USB-C, Wi-Fi, Bluetooth, Windows 11 Home",N/A,"$ 1,339.99",
"MSI Sword 15 A12UE Gaming & Entertainment Laptop (Intel i7-12650H 10-Core, 15.6"" 144Hz Full HD (1920x1080), NVIDIA GeForce RTX 3060, 16GB RAM, 1TB PCIe SSD, Backlit KB, Wifi, USB 3.2, Win 11 Pro)",N/A,"$ 1,590.00",48 Offers
"[2022] HIDevolution MSI CreatorPro M16 A12UJS 16"" QHD+ 60Hz, 1.7 GHz i7-12700H, RTX A2000, 32 GB 3200MHz RAM, 1 TB PCIe SSD",N/A,"$ 2,129.00",48 Offers
"MSI Sword 15 A12UE Gaming & Entertainment Laptop (Intel i7-12650H 10-Core, 15.6"" 144Hz Full HD (1920x1080), NVIDIA GeForce RTX 3060, 16GB RAM, 1TB SSD, Win 11 Home) with Travel & Work Backpack",N/A,"$ 1,450.00",48 Offers
"[2022] HIDevolution MSI Pulse GL66 12UGOK 15.6"" QHD 165Hz, 1.8 GHz i9-12900H, RTX 3070, 64 GB 4800MHz RAM, 2 TB PCIe SSD, Windows 11 Pro",N/A,"$ 2,324.00",244 Offers
"ASUS TUF Gaming Laptop 15.6"" FHD Display, Intel Core i7-12650H, NVIDIA GeForce RTX 3070, 32GB DDR5 RAM, 1TB SSD, Wi-Fi 6, Backlit Keyboard, Windows 11 Home, Bundle With Laptop Stand","$ $1,619.99","$ 1,599.99",
"ASUS ROG Strix SCAR 15 Gaming & Entertainment Laptop (Intel i9-12900H 14-Core, 15.6"" 240Hz 2K Quad HD (2560x1440), GeForce RTX 3080 Ti, 64GB DDR5 4800MHz RAM, 1TB PCIe SSD, Backlit KB, Win 11 Pro)",N/A,"$ 3,919.00",22 Offers
"ASUS ROG Strix Scar 15 Gaming Entertainment Laptop, NVIDIA GeForce RTX 3060, Intel Core i9 12900H, 64GB DDR4  2TB PCIe SSD, 15.6 300Hz IPS FHD Display, Thunderbolt 4, Wifi, RGB Keyboard,Win11 Pro",N/A,"$ 2,809.00",12 Offers
"MSI Katana 15.6"" 144Hz FHD IPS Gaming Laptop (Intel i7-12650H 10-Core 2.30GHz, GeForce RTX 4070 8GB GDDR6X, 64GB DDR5, 1TB PCIe SSD, RGB Backlit KYB, WiFi 6, BT 5.2, Win 11 Home)",N/A,"$ 2,529.99",48 Offers
"[2023] HIDevolution MSI Stealth GS66 12UGS 15.6"" QHD 240Hz, 1.8 GHz i9-12900H, RTX 3070 Ti, 64 GB 4800MHz RAM, 4 TB PCIe SSD, Windows 11 Pro",N/A,"$ 3,519.00",40 Offers
"HP Victus Gaming Laptop, 15.6"" 144Hz FHD Display, Intel Core i7-12650H Upto 4.7GHz, 16GB RAM, 1TB NVMe SSD, NVIDIA GeForce RTX 3050 Ti, HDMI, DisplayPort via USB-C, Wi-Fi, Bluetooth, Windows 11 Home",N/A,"$ 1,159.99",
"HP Victus Gaming Laptop, 15.6"" 144Hz FHD Display, Intel Core i7-12650H Upto 4.7GHz, 64GB RAM, 1TB NVMe SSD, NVIDIA GeForce RTX 3050 Ti, HDMI, DisplayPort via USB-C, Wi-Fi, Bluetooth, Windows 11 Home",N/A,"$ 1,399.99",
"Gigabyte AORUS 17 XE4 Gaming Laptop (Intel i7-12700H 14-Core, 17.3"" 360Hz Full HD (1920x1080), NVIDIA RTX 3070 Ti, 32GB RAM, 1TB PCIe SSD, Backlit KB, Wifi, USB 3.2, HDMI, Webcam, Win 11 Pro)",N/A,"$ 3,079.00",72 Offers
"MSI Katana GF76 Gaming Laptop, 17.3"" 144Hz FHD display, Intel Core i7-12700H, NVIDIA GeForce RTX 3060, 32GB DDR4  2TB PCIe SSD,  Windows 11 Home, Type-C USB 3.2 Gen 1, Cooler Boost 5, Win11",N/A,"$ 2,359.00",18 Offers
"MSI GP Series Vector GP66 12UGS-419 15.6"" 165 Hz Intel Core i7 12th Gen 12700H (2.30GHz) NVIDIA GeForce RTX 3070 Ti Laptop GPU 32GB Memory 1 TB PCIe SSD Windows 11 Home 64-bit Gaming Laptop",N/A,"$ 1,899.00",9 Offers
"MSI GE Series Raider GE76 12UH-655 17.3"" 144 Hz IPS Intel Core i9 12th Gen 12900HK (2.50GHz) NVIDIA GeForce RTX 3080 Laptop GPU 32GB Memory 1.5 TB SSD Windows 11 Pro 64-bit Gaming Laptop",N/A,"$ 2,999.00",9 Offers
"MSI Stealth GS66 12UGS-246 Gaming Laptop - 15.6"" Full HD 240Hz - 12th Gen. Intel® Core i7-12700H - 32GB DDR5 - 512GB NVMe SSD - Windows 11 Pro  GS6612246",N/A,"$ 2,801.91",6 Offers
"MSI Vector GP76 12UE-17 Gaming Laptop (Intel i7-12700H 14-Core, 17.3"" 360Hz Full HD (1920x1080), NVIDIA RTX 3060, 16GB RAM, 1TB SSD, Backlit KB, Wifi, USB 3.2, HDMI, Webcam, Bluetooth, Win 11 Home)",N/A,"$ 1,899.00",
"Acer Nitro 5 AN515-58-71J9 15.6"" 165 Hz IPS Intel Core i7 12th Gen 12700H (2.30GHz) NVIDIA GeForce RTX 3070 Laptop GPU 16GB Memory 512 GB PCIe SSD Windows 11 Home 64-bit Gaming Laptop",N/A,"$ 1,249.99",4 Offers
"MSI GF Series Thin GF63 12VE-033CA 15.6"" 144 Hz IPS Intel Core i7 12th Gen 12650H (2.30GHz) NVIDIA GeForce RTX 4050 Laptop GPU 16GB Memory 512 GB PCIe SSD Windows 11 Home 64-bit Gaming Laptop",N/A,"$ 1,147.22",4 Offers
"MSI GS Series Stealth GS66 12UGS-039 15.6"" 360 Hz Intel Core i9 12th Gen NVIDIA GeForce RTX 3070 Ti Laptop GPU 32GB Memory Windows 11 Pro 64-bit Gaming Laptop",N/A,"$ 2,799.97",
"ASUS ROG Strix Scar 17 (2022) G733ZM-DS71-CA 17.3"" 360 Hz Intel Core i7 12th Gen 12700H (2.30GHz) NVIDIA GeForce RTX 3060 Laptop GPU 16GB Memory 1 TB PCIe SSD Windows 11 Home 64-bit Gaming Laptop",N/A,"$ 2,259.99",
"MSI Katana GF76 12UE-026 Gaming & Entertainment Laptop (Intel i7-12700H 14-Core, 17.3"" 144Hz Full HD (1920x1080), NVIDIA GeForce RTX 3060, 16GB RAM, Win 11 Home) with Microsoft 365 Personal , Hub",N/A,"$ 1,359.99",60 Offers
"ASUS TUF Dash FX517ZR Gaming Laptop (Intel i7-12650H 10-Core, 15.6"" 144Hz Full HD (1920x1080), NVIDIA RTX 3070, 16GB DDR5 4800MHz RAM, 512GB SSD, Win 11 Home) with Travel & Work Backpack",N/A,"$ 1,499.00",60 Offers
"Gigabyte AORUS 5 Gaming & Entertainment Laptop (Intel i7-12700H 14-Core, 15.6"" 144Hz Full HD (1920x1080), NVIDIA GeForce RTX 3070, 16GB RAM, 512GB SSD, Win 11 Home) with Travel & Work Backpack",N/A,"$ 1,349.00",48 Offers
"MSI GE Series 15.6"" 4K/UHD 120 Hz Intel Core i9 12th Gen 12900HK (2.50GHz) NVIDIA GeForce RTX 3080 Ti Laptop GPU 32 GB DDR5 1TB NVMe SSD Windows 11 Home 64-bit Gaming Laptop (Raider GE66 12UHS-235 )",N/A,"$ 3,579.00",
"Lenovo Legion 5 82RB Gaming & Entertainment Laptop (Intel i7-12700H 14-Core, 15.6"" 165Hz 2K Quad HD (2560x1440), GeForce RTX 3060, 16GB DDR5 4800MHz RAM, Win 11 Home) with Backpack",N/A,"$ 1,639.99",28 Offers
"MSI Katana GF76 12UE-026 Gaming & Entertainment Laptop (Intel i7-12700H 14-Core, 17.3"" 144Hz Full HD (1920x1080), NVIDIA GeForce RTX 3060, 32GB RAM, 1TB PCIe SSD, Backlit KB, Wifi, Win 11 Home)",N/A,"$ 1,499.00",31 Offers
"Lenovo Legion 5 82RB Gaming & Entertainment Laptop (Intel i7-12700H 14-Core, 15.6"" 165Hz 2K Quad HD (2560x1440), GeForce RTX 3060, 16GB DDR5 4800MHz RAM, Win 11 Home)",N/A,"$ 1,589.99",28 Offers
"Lenovo Legion 7i Gen 7 Intel Laptop, 16.0"" IPS  Low Blue Light, i7-12800HX,  GeForce RTX 3070 Ti Laptop GPU 8GB GDDR6, 32GB, 2TB, Win 11 Home",N/A,"$ 2,979.99",
"GIGABYTE AORUS 15 Gaming Laptop, 15.6"" 165Hz 2K Quad HD (2560x1440), Intel i7-12700H 14-Core, 32GB DDR4  512GB PCIe SSD, NVIDIA RTX 3070 Ti 8GB GDDR6, RGB Backlit, Type-C, Windows 11",N/A,"$ 2,459.00",
"Acer Predator Triton 300 SE-14 Gaming & Entertainment Laptop (Intel i7-12700H 14-Core, 14.0"" 165Hz Wide UXGA (1920x1200), GeForce RTX 3060, 16GB LPDDR5 5200MHz RAM, 512GB SSD, Win 11 Home)",N/A,"$ 1,249.99",20 Offers
"[2022] HIDevolution EVOC High Performance Systems PD501B (PD50PNN) 15.6"" QHD 165Hz, 1.7 GHz i7-12700H, RTX 3070 Ti, 32 GB 3200MHz RAM, 2 TB PCIe SSD",N/A,"$ 2,164.00",96 Offers
"Dell G16 7620 Gaming Laptop: Intel Core i7-12700H, 16"" 165Hz QHD+ 2560 x 1600, 16GB RAM DDR5, NVIDIA GeForce RTX 3060, 1TB SSD",N/A,"$ 1,542.00",3 Offers
"ASUS ROG Zephyrus M16 GU603ZM-DS71-CA 16.0"" 165 Hz Intel Core i7 12th Gen 12700H (2.30GHz) NVIDIA GeForce RTX 3060 Laptop GPU 16GB Memory 1 TB PCIe SSD Windows 11 Home 64-bit Gaming Laptop",N/A,"$ 1,929.44",4 Offers
"ASUS VivoBook Pro Gaming Laptop, 15.6"" OLED 120Hz  Display, Intel Core i7-12650H Upto 4.7GHz, 16GB RAM, 1TB NVMe SSD, NVIDIA GeForce RTX 3060, HDMI, Thunderbolt, Windows 11 Home (K6501ZM-EB74)",N/A,"$ 1,499.99",
"MSI GF Series Thin GF63 12UDX-038CA 15.6"" 144 Hz IPS Intel Core i7 12th Gen 12650H (2.30GHz) NVIDIA GeForce RTX 3050 Laptop GPU 16GB Memory 512 GB PCIe SSD Windows 11 Home 64-bit Gaming Laptop",N/A,"$ 1,034.22",4 Offers
"MSI Katana 15 B12VGK-082US Gaming & Entertainment Laptop (Intel i7-12650H 10-Core, 15.6"" 144Hz Full HD (1920x1080), GeForce RTX 4070, Win 11 Home) with Travel & Work Backpack",N/A,"$ 1,799.99",48 Offers
"Gigabyte AERO 16 Gaming & Entertainment Laptop (Intel i7-12700H 14-Core, 16.0"" 60Hz 4K (3840x2400), NVIDIA GeForce RTX 3070 Ti, 16GB RAM, 1TB SSD, Backlit KB, Win 11 Home) with WD19S 180W Dock",N/A,"$ 1,799.00",48 Offers
"MSI Katana 15 B12VGK-082US Gaming & Entertainment Laptop (Intel i7-12650H 10-Core, 15.6"" 144Hz Full HD (1920x1080), GeForce RTX 4070, Win 11 Home) with Microsoft 365 Personal , Dockztorm Hub",N/A,"$ 1,834.99",48 Offers
"Gigabyte AERO 16 XE5 Gaming & Entertainment Laptop (Intel i7-12700H 14-Core, 16.0"" 60Hz 4K (3840x2400), GeForce RTX 3070 Ti, 16GB DDR5 4800MHz RAM, 1TB SSD, Win 11 Home) with WD19S 180W Dock",N/A,"$ 1,849.00",72 Offers
"GIGABYTE AORUS 15 Gaming Laptop, 15.6"" 165Hz 2K Quad HD (2560x1440), Intel i7-12700H 14-Core, 16GB DDR4  512GB PCIe SSD, NVIDIA RTX 3070 Ti 8GB GDDR6, RGB Backlit, Type-C, Windows 11",N/A,"$ 2,339.00",18 Offers
"MSI Pulse GL66 Gaming Laptop, 15.6"" 144Hz FHD Display, Intel Core i7-12650H Upto 4.7GHz, 16GB RAM, 1TB NVMe SSD, NVIDIA GeForce RTX 3050, HDMI, Wi-Fi, Bluetooth, Windows 11 Home (Pulse GL66 12UCK-468)",N/A,"$ 1,199.99",
"Gigabyte AERO 16 XE5 Gaming & Entertainment Laptop (Intel i7-12700H 14-Core, 16.0"" 60Hz 4K (3840x2400), GeForce RTX 3070 Ti, 16GB DDR5 4800MHz RAM, Win 11 Home) with Travel & Work Backpack",N/A,"$ 1,649.00",72 Offers
"Gigabyte AERO 16 Gaming & Entertainment Laptop (Intel i7-12700H 14-Core, 16.0"" 60Hz 4K (3840x2400), NVIDIA GeForce RTX 3070 Ti, 16GB RAM, 1TB SSD, Win 11 Home) with Travel & Work Backpack",N/A,"$ 1,599.00",48 Offers
"Gigabyte AERO 16 Gaming & Entertainment Laptop (Intel i7-12700H 14-Core, 16.0"" 60Hz 4K (3840x2400), NVIDIA GeForce RTX 3070 Ti, 16GB RAM, Win 11 Home) with Travel & Work Backpack",N/A,"$ 1,749.00",52 Offers
"Gigabyte AERO 16 Gaming & Entertainment Laptop (Intel i7-12700H 14-Core, 16.0"" 60Hz 4K (3840x2400), NVIDIA GeForce RTX 3070 Ti, 16GB RAM, 1TB SSD, Backlit KB, Wifi, USB 3.2, Webcam, Win 11 Home)",N/A,"$ 1,549.00",48 Offers
"ASUS ROG Zephyrus M16 Gaming Laptop (Intel i7-12700H 14-Core, 16.0"" 165Hz Wide UXGA (1920x1200), NVIDIA GeForce RTX 3060, 16GB DDR5 4800MHz RAM, 512GB SSD, Win 11 Home) with Voyager Backpack",N/A,"$ 1,569.00",60 Offers
"Newest ASUS ROG Zephyrus Gaming Laptop, 16"" WQXGA 165Hz Display, 12th Generation Intel Core i9-12900H, GeForce RTX 3070 Ti, 40GB DDR5 RAM, 2TB SSD, Wi-Fi 6E, Windows 11 Home",N/A,"$ 2,229.99",8 Offers
"[2022] HIDevolution MSI TITAN GT77 12UGS 17.3"" UHD 120Hz, 1.5 GHz i7-12800HX, RTX 3070 Ti, 128 GB RAM, 32 TB PCIe SSD",N/A,"$ 8,279.00",42 Offers
"Gigabyte AERO 16 Gaming & Entertainment Laptop (Intel i7-12700H 14-Core, 16.0"" 60Hz 4K (3840x2400), NVIDIA GeForce RTX 3070 Ti, 16GB RAM, 1TB SSD, Win 11 Home) with Microsoft 365 Personal , Hub",N/A,"$ 1,634.00",48 Offers
"MSI TITAN GT77 12UGS Gaming & Entertainment Laptop (Intel i7-12800HX 16-Core, 17.3"" 120Hz 4K Ultra HD (3840x2160), GeForce RTX 3070 Ti, Win 11 Pro) with Thunderbolt Dock WD19TBS",N/A,"$ 4,079.00",18 Offers
"ASUS TUF Dash 15 Gaming Laptop, 15.6 144Hz FHD Display, Intel Core i7-12650H, NVIDIA GeForce RTX 3060, 64GB DDR4  512GB PCIe SSD, Thunderbolt 4, Anti-Ghost Key Backlit Keyboard, Win11 Pro",N/A,"$ 2,039.00",
"ASUS TUF Dash FX517ZR Gaming Laptop (Intel i7-12650H 10-Core, 15.6"" 144Hz Full HD (1920x1080), NVIDIA RTX 3070, 16GB DDR5 4800MHz RAM, 512GB SSD, Backlit KB, Wifi, Win 11 Home) with Voyager Backpack",N/A,"$ 1,469.00",60 Offers
"MSI Pulse GL66 15 Gaming Laptop, 12th Gen Intel i9-12900H 14 Cores, RTX 3060 6GB GDDR6, 15.6"" Full HD (1920 x 1080), 32GB DDR4  4TB PCIe SSD, Backlit KYB, HD Webcam Win11",N/A,"$ 2,879.00",
"Lenovo IdeaPad 3 Gaming Laptop, 15.6"" 120Hz FHD Display, Intel Core i7-12700H Upto 4.7GHz, 32GB RAM, 1TB NVMe SSD, NVIDIA GeForce RTX 3050 Ti, HDMI, Thunderbolt, Wi-Fi, Bluetooth, Windows 11 Pro",N/A,"$ 1,299.99",
"ASUS ROG Strix Scar 15 (2022) Gaming Laptop, 15.6"" 300Hz IPS FHD Display, NVIDIA GeForce RTX 3060, Intel Core i9 12900H, 16GB DDR5  1TB PCIe SSD, Per-Key RGB KB Win11",N/A,"$ 2,779.00",
"ASUS TUF Gaming TUF507ZC-QS72-CB 15.6"" Intel Core i7 12th Gen 12700H (2.30GHz) NVIDIA GeForce RTX 3050 Laptop GPU 16GB Memory 512 GB PCIe SSD Windows 11 Home 64-bit Gaming Laptop",N/A,"$ 1,220.22",4 Offers
"[2022] HIDevolution ASUS ROG Flow Z13 GZ301ZC 13.4"" WUXGA 120Hz Touch, 1.7 GHz i7-12700H, RTX 3050, 16 GB LPDDR5 RAM, 1 TB PCIe SSD",N/A,"$ 2,119.00",8 Offers
"Lenovo Legion 5 82RB Gaming & Entertainment Laptop (Intel i7-12700H 14-Core, 15.6"" 165Hz 2K Quad HD (2560x1440), GeForce RTX 3060, 16GB DDR5 4800MHz RAM, 512GB SSD, Backlit KB, Wifi, Win 11 Home)",N/A,"$ 1,489.99",36 Offers
"MSI TITAN GT77 12UGS Gaming & Entertainment Laptop (Intel i7-12800HX 16-Core, 17.3"" 120Hz 4K Ultra HD (3840x2160), GeForce RTX 3070 Ti, Win 11 Pro) with Thunderbolt Dock WD19TBS",N/A,"$ 4,079.00",16 Offers
"Gigabyte AERO 16 XE5 Gaming & Entertainment Laptop (Intel i7-12700H 14-Core, 16.0"" 60Hz 4K (3840x2400), GeForce RTX 3070 Ti, 16GB DDR5 4800MHz RAM, 1TB SSD, Backlit KB, Wifi, USB 3.2, Win 11 Home)",N/A,"$ 1,599.00",72 Offers
"ASUS ROG Zephyrus M16 Gaming Laptop (Intel i7-12700H 14-Core, 16.0"" 165Hz Wide UXGA (1920x1200), NVIDIA GeForce RTX 3060, 16GB DDR5 4800MHz RAM, Win 11 Home) with Travel & Work Backpack",N/A,"$ 1,849.00",52 Offers
"MSI Pulse GL66 Gaming Laptop, 15.6"" 144Hz FHD Display, Intel Core i7-12650H Upto 4.7GHz, 64GB RAM, 1TB NVMe SSD, NVIDIA GeForce RTX 3050, HDMI, Wi-Fi, Bluetooth, Windows 11 Pro",N/A,"$ 1,469.99",
"[2022] HIDevolution MSI Modern 15 B12M [Classic Black] 15.6"" FHD, 1.2 GHz i7-1255U, Intel Iris Xe, 16GB 3200MHz 1 TB PCIe SSD",N/A,"$ 1,079.00",80 Offers
"Dream Machines - 17.3"" 144Hz FHD Display - Intel Core i7 12th Gen 12700H (4.70GHz) - NVIDIA GeForce RTX 3050 Laptop GPU - 32 GB DDR4 - 1TB M.2 SSD - Gaming Laptop (RG3050-17NA37)",N/A,"$ 1,079.99",
"Gigabyte AORUS 5 Gaming & Entertainment Laptop (Intel i7-12700H 14-Core, 15.6"" 144Hz Full HD (1920x1080), NVIDIA GeForce RTX 3070, 16GB RAM, 2x512GB PCIe SSD (1TB), Backlit KB, Wifi, Win 11 Home)",N/A,"$ 1,399.00",44 Offers
"Dream Machines - 15.6"" 144Hz FHD Display - Intel Core i7 12th Gen 12700H (4.70GHz) - NVIDIA GeForce GTX 1650 Laptop GPU - 32 GB DDR4 - 1TB M.2 SSD - Gaming laptop (G1650-15NA89)",N/A,$ 919.99,
"ASUS TUF Dash FX517ZR Gaming Laptop (Intel i7-12650H 10-Core, 15.6"" 144Hz Full HD (1920x1080), NVIDIA RTX 3070, 16GB DDR5 4800MHz RAM, 2x512GB PCIe SSD RAID 0  (1TB), Backlit KB, Wifi, Win 11 Home)",N/A,"$ 1,859.00",44 Offers
"Lenovo Legion 5 82RB Gaming & Entertainment Laptop (Intel i7-12700H 14-Core, 15.6"" 165Hz 2K Quad HD (2560x1440), GeForce RTX 3060, 16GB DDR5 4800MHz RAM, Win 11 Home)",N/A,"$ 1,749.99",28 Offers
"MSI Katana GF66 12UE-603 Gaming & Entertainment Laptop (Intel i7-12700H 14-Core, 15.6"" 144Hz Full HD (1920x1080), GeForce RTX 3060, Win 11 Pro) with Microsoft 365 Personal , Dockztorm Hub",N/A,"$ 1,554.99",62 Offers
"MSI Katana GF66 12UE-603 Gaming & Entertainment Laptop (Intel i7-12700H 14-Core, 15.6"" 144Hz Full HD (1920x1080), GeForce RTX 3060, 16GB RAM, 2x512GB PCIe SSD RAID 0  (1TB), Win 11 Home)",N/A,"$ 1,509.99",66 Offers
"MSI Katana GF66 12UE-603 Gaming & Entertainment Laptop (Intel i7-12700H 14-Core, 15.6"" 144Hz Full HD (1920x1080), GeForce RTX 3060, 16GB RAM, Win 10 Pro) with Backpack",N/A,"$ 1,519.99",62 Offers
"MSI Pulse GL76 -17 Gaming & Entertainment Laptop (Intel i7-12700H 14-Core, 17.3"" 144Hz Full HD (1920x1080), NVIDIA RTX 3070, 16GB RAM, Win 11 Pro) with Travel & Work Backpack",N/A,"$ 2,339.00",40 Offers
"MSI Katana GF66 12UE-603 15.6"" 144Hz FHD IPS Gaming Laptop (Intel i7-12700H 14-Core 2.70GHz, GeForce RTX 3060 6GB, 16GB RAM, 2x512GB PCIe SSD RAID 0  (1TB), Backlit KYB, WiFi 6, BT 5.2, Win11Home)",N/A,"$ 1,349.99",66 Offers
"Acer Predator Triton 300 SE-14 Gaming & Entertainment Laptop (Intel i7-12700H 14-Core, 14.0"" 165Hz Wide UXGA (1920x1200), GeForce RTX 3060, Win 11 Home) with Microsoft 365 Personal , Hub",N/A,"$ 1,334.99",20 Offers
"GIGABYTE AORUS 15 Gaming Laptop, 15.6"" 165Hz 2K Quad HD (2560x1440), Intel i7-12700H 14-Core, 32GB DDR4  1TB PCIe SSD, NVIDIA RTX 3070 Ti 8GB GDDR6, RGB Backlit, Type-C, Windows 10 Pro",N/A,"$ 2,549.00",
"MSI Katana GF66 15 Gaming Laptop, 15.6"" 144Hz FHD display,  Intel Core i7-12650H RTX 3050 Ti, 32GB DDR4  2TB PCIe SSD, Type-C, Red keyboard with Anti-Ghost key, Cooler Boost 5, Win10",N/A,"$ 2,039.00",
"ASUS TUF Dash 15 (2022) Gaming Laptop, 15.6"" 144Hz FHD Display, Intel Core i7-12650H, GeForce RTX 3050 Ti, 24GB DDR4  1TB PCIe SSD, Thunderbolt 4 Backlit Keyboard Windows 11",N/A,"$ 1,839.00",24 Offers
